ASX Warrants Market as at 02/09/2004 17:01:31
CODE,TYPE,EXERCISE,EXPIRY,RATIO,EX STYLE,ISSUER,REGISTRY,LISTED,ISSUED (M),NOTES
NCPXSA,Barrier Call.,10.25,23/09/2004,1.0,European,UBS,COR,31/03/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
NCPXSB,Barrier Call.,10.75,23/09/2004,1.0,European,UBS,COR,31/03/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
NCPXSC,Barrier Call.,9.50,24/02/2005,1.0,European,UBS,COR,31/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
NCPXSD,Barrier Call.,10.00,24/02/2005,1.0,European,UBS,COR,31/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
NCPXSQ,Barrier Put.,13.75,23/09/2004,1.0,European,UBS,COR,31/03/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
NCPXSR,Barrier Put.,14.75,23/09/2004,1.0,European,UBS,COR,31/03/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
NCPXSS,Barrier Put.,12.50,24/02/2005,1.0,European,UBS,COR,31/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
NCPXST,Barrier Put.,13.00,24/02/2005,1.0,European,UBS,COR,31/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
NCXXOA,Barrier Call.,9.50,23/03/2005,1.0,European,CITIWARRANTS,COR,24/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched. The Underlying Security is NCPDP.
NCXXOB,Barrier Call.,9.75,23/03/2005,1.0,European,CITIWARRANTS,COR,24/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched. The Underlying Security is NCPDP.
NCXXOP,Barrier Put.,11.25,23/03/2005,1.0,European,CITIWARRANTS,COR,24/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched. The Underlying Security is NCPDP.
NEMEME,Endowment,1.358,31/10/2006,1.0,European,MACQUARIE,COR,08/03/2002,10,Code changed from NDYEME to NEMEME on 8/3/02 The Underlying Parcel consists of 0.4937 NEM CDIs
NEMIDA,Instalment Regular Rolling,4.00,15/06/2005,1.0,European,DEUTSCHE,COR,03/11/2003,10,
NEMIMG,Instalment High Geared Rolling,4.50,18/11/2004,1.0,American,MACQUARIE,COR,11/11/2003,10,
NFDSWA,Self Funding Instalments,2.4771,30/06/2009,1.0,European,WESTPAC,COR,17/05/2004,10,Dividends paid on the underlying security will be used to reduce the Loan Amount (i.e. Exercise Price); effective from the ex-dividend date of the underlying security. Ex Price amended from $2.30 to $2.4771 on 30/6/04.
ORGIMD,Instalment High Geared Rolling,4.50,20/05/2005,1.0,American,MACQUARIE,COR,09/05/2002,10,
ORGIMF,Instalment Regular Rolling,2.50,18/11/2004,1.0,American,MACQUARIE,COR,29/08/2001,10,
ORGIYE,Instalment Regular Normal,3.00,25/09/2006,1.0,American,COMM BANK,COR,30/09/2003,10,
ORIIDA,Instalment Regular Rolling,7.50,15/06/2005,1.0,European,DEUTSCHE,COR,10/04/2000,10,
ORIIGJ,Instalment High Geared Rolling,11.00,17/11/2004,1.0,European,SG AUST,ADR,16/12/2002,5,
ORIIMC,Instalment Regular Rolling,9.00,20/05/2005,1.0,American,MACQUARIE,COR,19/03/2001,10,
ORIISG,Rolling Reset Instalment,9.00,23/06/2005,1.0,American,UBS,COR,27/09/2002,10,The Barrier Level is $9.90
ORIISW,Instalment High Geared,12.00,14/04/2005,1.0,American,UBS,COR,23/04/2004,30,
ORIIWG,Instalment Regular Rolling,9.50,06/12/2004,1.0,European,WESTPAC,COR,18/12/2003,10,
ORIWMB,Equity Call,17.00,25/11/2004,5.0,European,MACQUARIE,COR,06/09/2004,8,
ORIWMQ,Equity Put,16.00,25/11/2004,5.0,European,MACQUARIE,COR,06/09/2004,8,
OSHIDH,Instalment High Geared Rolling,1.00,15/06/2005,1.0,European,DEUTSCHE,COR,23/07/2003,10,
OSHIMR,Instalment High Geared,0.80,23/06/2005,1.0,American,MACQUARIE,COR,09/06/2004,10,
OSHIOI,Instalment Regular Normal,0.75,18/11/2004,1.0,American,CITIWARRANTS,COR,18/11/2003,10,
OSHWMA,Equity Call,1.45,25/11/2004,2.0,European,MACQUARIE,COR,23/07/2004,5,
OSHWOA,Equity Call,1.40,28/10/2004,2.0,European,CITIWARRANTS,COR,15/07/2004,20,
OSHWOP,Equity Put,1.20,28/10/2004,2.0,European,CITIWARRANTS,COR,15/07/2004,20,
OSHWZA,Equity Call,1.40,22/12/2004,1.0,American,ABN AMRO,ADR,02/07/2004,2,
OSHWZP,Equity Put,1.20,22/12/2004,1.0,American,ABN AMRO,ADR,02/07/2004,2,
OSTIMC,Instalment Regular Rolling,1.40,20/05/2005,1.0,American,MACQUARIE,COR,21/05/2004,10,
OSTIYB,Instalment Regular Normal,1.25,26/05/2005,1.0,American,COMM BANK,COR,29/04/2002,10,
OSTIYE,Instalment Regular Normal,1.50,25/09/2006,1.0,American,COMM BANK,COR,30/09/2003,10,
OSTWMA,Equity Call,2.75,28/10/2004,3.0,European,MACQUARIE,COR,23/07/2004,5,
OSTXOA,Barrier Call.,2.25,23/09/2004,1.0,European,CITIWARRANTS,COR,04/06/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched. Ex Price and Barrier Level amended from $2.00 to $2.25 on 19/8/04.
OXRWMD,Equity Call,0.95,28/10/2004,2.0,European,MACQUARIE,COR,23/07/2004,10,
OXRWME,Equity Call,0.90,23/12/2004,3.0,European,MACQUARIE,COR,06/09/2004,10,
OXRWOA,Equity Call,1.00,25/11/2004,2.0,European,CITIWARRANTS,COR,15/07/2004,20,
OXRWOP,Equity Put,0.75,25/11/2004,2.0,European,CITIWARRANTS,COR,15/07/2004,20,
OXRXOB,Barrier Call.,0.60,23/09/2004,1.0,European,CITIWARRANTS,COR,04/06/2004,10,Barrier Price = $0.70. Terminates early if the underlying closes below the barrier.
OXRXOC,Barrier Call.,0.65,23/03/2005,1.0,European,CITIWARRANTS,COR,24/08/2004,10,Barrier Price = $0.75. Terminates early if the underlying closes below the barrier.
PAOISG,Rolling Reset Instalment,0.90,23/06/2005,1.0,American,UBS,COR,09/07/2004,10,The Barrier Level is $0.99.
PBGIMC,Instalment Regular Rolling,1.60,20/05/2005,1.0,American,MACQUARIE,COR,02/04/2004,10,
PBGISU,Instalment High Geared,2.00,24/02/2005,1.0,American,UBS,COR,02/04/2004,10,
PBGSMT,Self Funding Instalments,1.408,30/06/2009,1.0,American,MACQUARIE,COR,02/04/2004,10,Dividends paid on the underlying security will be used to reduce the Loan Amount (i.e. Exercise Price); effective from the ex-dividend date of the underlying security. Ex Price amended from $1.30 to $1.408 on 30/6/04.
PBGWMA,Equity Call,2.75,23/09/2004,2.0,European,MACQUARIE,COR,06/04/2004,15,
PBGWMP,Equity Put,2.75,23/09/2004,2.0,European,MACQUARIE,COR,06/04/2004,15,Exercise Price amended from $2.50 to $2.75 on 7/7/04.
PBLEME,Endowment,0.855,31/10/2006,1.0,European,MACQUARIE,COR,20/06/1996,10,
PBLIDH,Instalment High Geared Rolling,10.50,15/06/2005,1.0,European,DEUTSCHE,COR,20/05/2002,10,
PBLIMC,Instalment Regular Rolling,7.50,20/05/2005,1.0,American,MACQUARIE,COR,05/05/2003,10,
PBLIMD,Instalment High Geared Rolling,10.00,20/05/2005,1.0,American,MACQUARIE,COR,09/05/2002,10,
PBLIMG,Instalment High Geared Rolling,9.50,18/11/2004,1.0,American,MACQUARIE,COR,11/11/2003,10,
PBLIOC,Instalment Regular Normal,4.50,23/06/2005,1.0,American,CITIWARRANTS,COR,21/05/2003,10,
PBLISG,Rolling Reset Instalment,7.50,23/06/2005,1.0,American,UBS,COR,27/09/2002,10,The Barrier Level is $8.25
PBLISR,Instalment High Geared,12.00,17/05/2005,1.0,American,UBS,COR,03/06/2004,10,Ex Price amended from $10.75 to $12.00 on 2/8/04.
PBLIWF,Instalment High Geared,7.50,25/05/2005,1.0,American,WESTPAC,COR,28/05/2003,10,
PBLIYE,Instalment Regular Normal,8.00,25/09/2006,1.0,American,COMM BANK,COR,30/09/2003,10,
PBLSMT,Self Funding Instalments,6.34,30/06/2009,1.0,American,MACQUARIE,COR,09/02/2004,10,Dividends paid on the underlying security will be used to reduce the Loan Amount (i.e. Exercise Price); effective from the ex-dividend date of the underlying security. Ex Price amended from $5.85 to $6.34 on 30/6/04.
PBLSWA,Self Funding Instalments,7.105,30/06/2009,1.0,European,WESTPAC,COR,16/02/2004,10,Dividends paid on the underlying security will be used to reduce the Loan Amount (i.e. Exercise Price); effective from the ex-dividend date of the underlying security. Ex Price amended from $6.597 to $7.105 on 30/6/04.
PBLXDB,Barrier Call.,11.10,23/09/2004,4.0,European,DEUTSCHE,COR,23/02/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
PBLXDC,Barrier Call.,12.25,23/09/2004,4.0,European,DEUTSCHE,COR,17/03/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched. Ex Price & Barrier Level amended from $10.60 to $12.25 on 28/6/04.
PBLXDR,Barrier Put.,14.00,23/09/2004,4.0,European,DEUTSCHE,COR,30/07/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
PBLXOB,Barrier Call.,12.75,23/03/2005,1.0,European,CITIWARRANTS,COR,24/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
PBLXOQ,Barrier Put.,14.25,23/03/2005,1.0,European,CITIWARRANTS,COR,24/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
PEWEEA,Basket Endowment,1137.862,16/04/2012,1000.0,American,CHALLENGER,COR,15/10/2001,50,The Underlying Parcel is a basket of shares
PEWEEB,Basket Endowment,1109.903,01/04/2013,1000.0,American,CHALLENGER,COR,12/11/2002,50,The Underlying Parcel is a basket of shares
PEWEMF,Basket Endowment,1167.12,31/10/2008,1000.0,European,MACQUARIE,COR,20/10/1997,100,The Underlying Parcel is a basket of shares
PEWEMG,Basket Endowment,944.625,17/04/2009,1000.0,European,MACQUARIE,COR,14/10/1998,50,The Underlying Parcel is a basket of shares
PEWEMH,Basket Endowment,1162.97,16/04/2010,1000.0,European,MACQUARIE,COR,18/10/1999,50,The Underlying Parcel is a basket of shares
PEWEMI,Basket Endowment,1179.37,15/04/2011,1000.0,European,MACQUARIE,COR,12/10/2000,10,The Underlying Parcel is a basket of shares
PMNDSU,Instalment High Geared,3.75,24/02/2005,1.0,American,UBS,COR,02/09/2004,10,Trading deferred settlement until 15/9/04. Normal T+3 trading commences 16/9/04.
PMNIMC,Instalment Regular Rolling,2.25,20/05/2005,1.0,American,MACQUARIE,COR,21/05/2004,10,
PMNIMF,Instalment Regular Rolling,1.00,18/11/2004,1.0,American,MACQUARIE,COR,12/05/2003,10,
PMNIMG,Instalment High Geared Rolling,2.50,18/11/2004,1.0,American,MACQUARIE,COR,11/11/2003,10,
PMNIOC,Instalment Regular Normal,1.20,23/06/2005,1.0,American,CITIWARRANTS,COR,21/05/2003,10,
PMNISU,Instalment High Geared,3.75,24/02/2005,1.0,American,UBS,COR,16/09/2004,10,
PMNIWG,Instalment Regular Rolling,2.25,06/12/2004,1.0,European,WESTPAC,COR,18/12/2003,10,
PMNSMT,Self Funding Instalments,1.798,30/06/2009,1.0,American,MACQUARIE,COR,09/02/2004,10,Dividends paid on the underlying security will be used to reduce the Loan Amount (i.e. Exercise Price); effective from the ex-dividend date of the underlying security. Ex Price amended from $1.66 to $1.798 on 30/6/04.
PMNXDD,Barrier Call.,2.91,23/09/2004,4.0,European,DEUTSCHE,COR,23/02/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
PMNXDE,Barrier Call.,3.75,23/09/2004,4.0,European,DEUTSCHE,COR,23/02/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched. Ex Price & Barrier Level amended from $2.66 to $3.75 on 28/6/04.
PMNXDW,Barrier Put.,4.75,23/09/2004,4.0,European,DEUTSCHE,COR,28/06/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
PPTSMT,Self Funding Instalments,18.5238,30/06/2009,1.0,American,MACQUARIE,COR,09/02/2004,10,Dividends paid on the underlying security will be used to reduce the Loan Amount (i.e. Exercise Price); effective from the ex-dividend date of the underlying security. The Loan Amount was amended from $21.438 to $18.5238 on 27/8/04.
PPXIDA,Instalment Regular Rolling,3.35,15/06/2005,1.0,European,DEUTSCHE,COR,20/06/2003,10,
PPXIMF,Instalment Regular Rolling,3.50,18/11/2004,1.0,American,MACQUARIE,COR,11/11/2003,10,
PPXIYE,Instalment Regular Normal,3.75,25/09/2006,1.0,American,COMM BANK,COR,30/09/2003,10,
PPXXDA,Barrier Call.,4.25,23/09/2004,1.0,European,DEUTSCHE,COR,17/03/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
PPXXDB,Barrier Call.,4.50,23/09/2004,1.0,European,DEUTSCHE,COR,17/03/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched. Ex Price & Barrier Level amended from $3.75 to $4.50 on 28/6/04.
PPXXDQ,Barrier Put.,6.00,23/09/2004,1.0,European,DEUTSCHE,COR,17/03/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
PPXXSA,Barrier Call.,4.00,23/09/2004,1.0,European,UBS,COR,31/03/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
PPXXSP,Barrier Put.,6.00,23/09/2004,1.0,European,UBS,COR,31/03/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
PRKIDA,Instalment Regular Rolling,3.10,15/06/2005,1.0,European,DEUTSCHE,COR,20/05/2002,10,
PRKIDH,Instalment High Geared Rolling,5.00,15/06/2005,1.0,European,DEUTSCHE,COR,20/05/2002,10,
PRKIMC,Instalment Regular Rolling,3.00,20/05/2005,1.0,American,MACQUARIE,COR,05/05/2003,10,
PRKIMD,Instalment High Geared Rolling,4.25,20/05/2005,1.0,American,MACQUARIE,COR,09/05/2002,10,
PRKIMF,Instalment Regular Rolling,2.8333,18/11/2004,1.0,American,MACQUARIE,COR,07/11/2002,10,Ex Price amended from $8.50 to $2.8333 and holdings increased threefold on 6/2/04 as a result of a 3:1 share split.
PRKIMZ,Instalment High Geared,4.75,23/12/2004,1.0,American,MACQUARIE,COR,16/07/2004,10,
PRKISG,Rolling Reset Instalment,3.25,23/06/2005,1.0,American,UBS,COR,27/09/2002,10,The Barrier Level is $3.58
PRKISR,Instalment High Geared,4.50,17/05/2005,1.0,American,UBS,COR,03/06/2004,10,
PRKISS,Instalment High Geared Rolling,4.50,25/11/2004,1.0,American,UBS,COR,18/09/2002,10,Ex Price amended from $13.50 to $4.50 and holdings increased threefold on 6/2/04 as a result of a 3:1 share split.
PRKIWG,Instalment Regular Rolling,3.00,06/12/2004,1.0,European,WESTPAC,COR,18/12/2003,10,Ex Price amended from $9.00 to $3.00 and holdings increased threefold on 6/2/04 as a result of a 3:1 share split.
PRKIWH,Instalment High Geared Rolling,4.17,06/12/2004,1.0,European,WESTPAC,COR,06/01/2004,10,Ex Price amended from $12.50 to $4.17 and holdings increased threefold on 6/2/04 as a result of a 3:1 share split.
PRKIZQ,Instalment Regular Rolling,3.00,02/12/2005,1.0,American,ABN AMRO,ADR,03/05/2004,1,
PRKSMT,Self Funding Instalments,2.648,30/06/2009,1.0,American,MACQUARIE,COR,09/02/2004,10,Dividends paid on the underlying security will be used to reduce the Loan Amount (i.e. Exercise Price); effective from the ex-dividend date of the underlying security. Ex Price amended from $2.44 to $2.648 on 30/6/04.
PRKSWA,Self Funding Instalments,2.8967,30/06/2009,1.0,European,WESTPAC,COR,16/02/2004,10,Dividends paid on the underlying security will be used to reduce the Loan Amount (i.e. Exercise Price); effective from the ex-dividend date of the underlying security. Ex Price amended from $2.6896 to $2.8967 on 30/6/04.
PRKWMA,Equity Call,5.25,23/12/2004,3.0,European,MACQUARIE,COR,16/08/2004,10,
PRKWZB,Equity Call,5.25,22/12/2004,2.0,American,ABN AMRO,ADR,02/07/2004,2,
PRKXOA,Barrier Call.,4.25,23/09/2004,1.0,European,CITIWARRANTS,COR,04/06/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
PRKXOP,Barrier Put.,5.75,23/09/2004,1.0,European,CITIWARRANTS,COR,04/06/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
PTDIDH,Instalment High Geared Rolling,1.50,15/06/2005,1.0,European,DEUTSCHE,COR,23/07/2003,10,
PTDWML,Equity Call,1.70,23/09/2004,4.0,European,MACQUARIE,COR,30/04/2004,10,
PTDWMM,Equity Call,1.50,23/12/2004,4.0,European,MACQUARIE,COR,16/08/2004,10,
PTDXOB,Barrier Call.,0.95,23/09/2004,1.0,European,CITIWARRANTS,COR,04/06/2004,10,Barrier Price = $1.10. Terminates early if the underlying closes below the barrier.
QANDMZ,Instalment High Geared,3.25,23/12/2004,1.0,American,MACQUARIE,COR,03/09/2004,10,Trading deferred settlement until 16/9/04. Normal T+3 trading commences 17/9/04.
QANIDA,Instalment Regular Rolling,2.50,15/06/2005,1.0,European,DEUTSCHE,COR,10/04/2000,10,
QANIDH,Instalment High Geared Rolling,3.25,15/06/2005,1.0,European,DEUTSCHE,COR,24/04/2001,10,
QANIGF,Instalment Regular Rolling,2.00,17/11/2004,1.0,European,SG AUST,ADR,16/12/2002,5,
QANIGJ,Instalment High Geared Rolling,3.25,17/11/2004,1.0,European,SG AUST,ADR,16/12/2002,5,
QANIMC,Instalment Regular Rolling,2.30,20/05/2005,1.0,American,MACQUARIE,COR,19/03/2001,10,
QANIMD,Instalment High Geared Rolling,3.00,20/05/2005,1.0,American,MACQUARIE,COR,19/03/2001,10,
QANIMF,Instalment Regular Rolling,2.25,18/11/2004,1.0,American,MACQUARIE,COR,10/12/2001,10,
QANIMG,Instalment High Geared Rolling,3.00,18/11/2004,1.0,American,MACQUARIE,COR,07/11/2002,10,
QANIMN,Instalment High Geared,2.00,29/09/2005,1.0,American,MACQUARIE,COR,09/06/2004,10,
QANIMS,Instalment High Geared,3.25,23/09/2004,1.0,American,MACQUARIE,COR,25/06/2004,10,
QANIMY,Instalment High Geared,2.50,23/09/2004,1.0,American,MACQUARIE,COR,18/05/2004,10,
QANIMZ,Instalment High Geared,3.25,23/12/2004,1.0,American,MACQUARIE,COR,17/09/2004,10,
QANIOC,Instalment Regular Normal,2.50,23/06/2005,1.0,American,CITIWARRANTS,COR,21/05/2003,10,
QANIOE,Instalment High Geared,3.25,29/04/2005,1.0,American,CITIWARRANTS,COR,24/03/2004,10,
QANIOI,Instalment Regular Normal,2.50,18/11/2004,1.0,American,CITIWARRANTS,COR,18/11/2003,10,
QANIOJ,Instalment High Geared,3.25,18/11/2004,1.0,American,CITIWARRANTS,COR,18/11/2003,10,
QANIOL,Instalment Regular Normal,1.75,29/04/2005,1.0,American,CITIWARRANTS,COR,24/03/2004,10,
QANIPB,Instalment High Geared,2.98,23/09/2004,1.0,American,BNP PARIBAS,COR,26/07/2001,1,
QANISG,Rolling Reset Instalment,2.00,23/06/2005,1.0,American,UBS,COR,27/09/2002,10,The Barrier Level is $2.20
QANISH,Rolling Reset Instalment,2.25,25/11/2004,1.0,American,UBS,COR,29/11/2002,10,The Barrier Level is $2.50
QANISR,Instalment High Geared,3.25,17/05/2005,1.0,American,UBS,COR,03/06/2004,10,
QANISS,Instalment High Geared Rolling,3.25,25/11/2004,1.0,American,UBS,COR,18/09/2002,10,
QANIWE,Instalment Regular Normal,2.00,25/05/2005,1.0,American,WESTPAC,COR,28/05/2003,10,
QANIWF,Instalment High Geared,2.50,25/05/2005,1.0,American,WESTPAC,COR,28/05/2003,10,
QANIWG,Instalment Regular Rolling,2.50,06/12/2004,1.0,European,WESTPAC,COR,18/12/2003,10,
QANIWH,Instalment High Geared Rolling,3.15,06/12/2004,1.0,European,WESTPAC,COR,06/01/2004,10,
QANIYB,Instalment Regular Normal,3.50,26/05/2005,1.0,American,COMM BANK,COR,29/04/2002,20,
QANIYE,Instalment Regular Normal,2.50,25/09/2006,1.0,American,COMM BANK,COR,30/09/2003,10,
QANIZM,Instalment High Geared,3.00,28/07/2005,1.0,American,ABN AMRO,ADR,01/07/2004,1,
QANIZO,Instalment Regular Normal,2.00,15/06/2005,1.0,American,ABN AMRO,ADR,12/09/2003,3,
QANIZQ,Instalment Regular Rolling,2.50,02/12/2005,1.0,American,ABN AMRO,ADR,03/05/2004,2,
QANSMT,Self Funding Instalments,1.9877,30/06/2009,1.0,American,MACQUARIE,COR,09/02/2004,10,Dividends paid on the underlying security will be used to reduce the Loan Amount (i.e. Exercise Price); effective from the ex-dividend date of the underlying security. The Loan Amount was amended from $2.078 to $1.9877 on 26/8/04.
QANSWA,Self Funding Instalments,1.9699,30/06/2009,1.0,European,WESTPAC,COR,16/02/2004,10,Dividends paid on the underlying security will be used to reduce the Loan Amount (i.e. Exercise Price); effective from the ex-dividend date of the underlying security. The Loan Amount was amended from $2.0657 to $1.9699 on 26/8/04.
QANWMN,Equity Call,3.50,28/10/2004,3.0,European,MACQUARIE,COR,28/06/2004,15,
QANWMO,Equity Call,3.75,27/01/2005,3.0,European,MACQUARIE,COR,06/09/2004,10,
QANWMY,Equity Put,3.25,27/01/2005,3.0,European,MACQUARIE,COR,06/09/2004,10,
QANWOC,Equity Call,3.75,23/09/2004,3.0,European,CITIWARRANTS,COR,04/05/2004,30,
QANWOD,Equity Call,3.50,23/12/2004,3.0,European,CITIWARRANTS,COR,15/07/2004,30,
QANWOE,Equity Call,4.00,23/12/2004,3.0,European,CITIWARRANTS,COR,15/07/2004,30,
QANWOS,Equity Put,3.25,23/09/2004,3.0,European,CITIWARRANTS,COR,04/05/2004,30,
QANWOT,Equity Put,3.25,23/12/2004,3.0,European,CITIWARRANTS,COR,15/07/2004,30,
QANWSK,Equity Call,3.25,23/09/2004,3.0,European,UBS,COR,03/05/2004,30,
QANWSL,Equity Call,3.50,23/09/2004,3.0,European,UBS,COR,03/05/2004,30,
QANWSM,Equity Call,3.25,24/02/2005,3.0,European,UBS,COR,02/09/2004,30,
QANWSN,Equity Call,3.50,24/02/2005,3.0,European,UBS,COR,02/09/2004,30,
QANWSQ,Equity Put,4.00,23/09/2004,3.0,European,UBS,COR,03/05/2004,30,
QANWSR,Equity Put,3.50,24/02/2005,3.0,European,UBS,COR,02/09/2004,30,
QANWSS,Equity Put,3.75,24/02/2005,3.0,European,UBS,COR,02/09/2004,30,
QANWZD,Equity Call,3.50,22/12/2004,2.0,American,ABN AMRO,ADR,02/07/2004,2,
QANWZR,Equity Put,3.25,22/12/2004,2.0,American,ABN AMRO,ADR,02/07/2004,2,
QANXDE,Barrier Call.,2.83,23/09/2004,1.0,European,DEUTSCHE,COR,23/02/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
QANXDG,Barrier Call.,2.91,23/03/2005,1.0,European,DEUTSCHE,COR,18/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
QANXDH,Barrier Call.,2.66,23/03/2005,1.0,European,DEUTSCHE,COR,23/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
QANXDI,Barrier Call.,2.41,23/03/2005,1.0,European,DEUTSCHE,COR,23/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
QANXDS,Barrier Put.,3.83,23/09/2004,1.0,European,DEUTSCHE,COR,23/02/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
